Page Name	Categories	Subcategories	Tags	Discription	UPC	Part #	Extra Info
All Brass With Flow Control	Shower Heads	Single Function	1.8 GPM, All Brass, Flow Control	"Chrome plated all brass shower head, featuring flow control button and swivel action ball joint.
"	11011	S383	Chrome
All Brass With Flow Control	Shower Heads	Single Function	1.8 GPM, All Brass, Flow Control	"Chrome plated all brass shower head, featuring flow control button and swivel action ball joint.
"	11012	S385	Chrome
All Brass With Flow Control	Shower Heads	Single Function	1.8 GPM, All Brass, Flow Control	"Chrome plated all brass shower head, featuring flow control button and swivel action ball joint.
"	11013	S387	Chrome
All Brass With Flow Control	Shower Heads	Single Function	1.8 GPM, All Brass, Flow Control	"Chrome plated all brass shower head, featuring flow control button and swivel action ball joint.
"	11010	S382	Chrome, no flow control
All Brass With Flow Control	Shower Heads	Single Function	1.8 GPM, All Brass, Flow Control	"Chrome plated all brass shower head, featuring flow control button and swivel action ball joint.
"	20170	S3870	Washer
Brass Body Adjustable Spray	Shower Heads	Adjustable Spray	1.8 GPM, Economy, Adjustable Spray	"Chrome plated brass body, adjustable spray pattern, with brass ball joint and white 2"" plastic faceplate. "	11000	S180	Chrome
"1-3/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	"1.8 GPM, 1.75""D"	"Chrome plated all brass shower head, adjustable spray with T or L handle, brass ball joint, and 1-3/4"" diameter face."	11001	S181	Chrome, T-Handle
"1-3/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	"1.8 GPM, 1.75""D"	"Chrome plated all brass shower head, adjustable spray with T or L handle, brass ball joint, and 1-3/4"" diameter face."	11002	S181A	Chrome, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11003	S182	Chrome, T-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11004	S182A	Chrome, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11031	S182PBRPVD	Polished Brass PVD, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11033	S182SNPVD	Satin Nickel PVD, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11015	S182WG	White Gold, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11017	S182BG	Black Gold, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	11014	S182CG	Chrome Gold, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	80025	CS182	Chrome, T-Handle, Carded
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	80026	CS182A	Chrome, L-Handle
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	80029	CS182CG	Chrome Gold, L-Handle, Carded
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	80019	CS182PBRPVD	Polished Brass PVD, L-Handle, Carded
"2-1/4"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM, Jewel Series	"All brass shower head in various finishes, adjustable spray with T or L handle, brass ball joint, and 2-1/4"" diameter face.

"	80028	CS182SNPVD	Satin Nickel PVD, L-Handle, Carded
"3"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM	"Chrome plated all brass shower head, CEC certified, adjustable spray with T or L handle, brass ball joint, and 3"" diameter face."	11005	S183	Chrome, T-Handle
"3"" Diameter All Brass Adjustable Spray"	Shower Heads	Adjustable Spray	1.8 GPM	"Chrome plated all brass shower head, CEC certified, adjustable spray with T or L handle, brass ball joint, and 3"" diameter face."	11006	S183A	Chrome, L-Handle
All Brass with Adjustable Jets	Shower Heads	Adjustable Spray	1.8 GPM, Jet	"Chrome plated all brass showerhead, with 6 adjustable jets to select spray pattern.
"	11126	S606	Chrome
"6"" Plastic Single Function"	Shower Heads	Single Function	1.8 GPM, Plastic	"Plastic shower head, single function, brass ball joint, 6"" diameter showerhead with large clog resistance face. 

"	11102	S1070	Chrome
"6"" Plastic Single Function"	Shower Heads	Single Function	1.8 GPM, Plastic	"Plastic shower head, single function, brass ball joint, 6"" diameter showerhead with large clog resistance face. 

"	11103	S1070W	White
"5"" Plastic 5 Function"	Shower Heads	Adjustable Spray	5 Function, Adjustable Spray, 1.75 GPM	"Chrome plated plastic shower head, 5 spray functions, water saver, with brass ball joint and 5"" diameter face. 
"	11085	S1205	Chrome
"6"" Plastic 5 Function"	Shower Heads	Adjustable Spray	"6""D, 5 Function, 2.0 GPM"	"Chrome plated plastic shower head, 5 spray functions, with brass ball joint and 6"" diameter face."	11144	S1206	Chrome
"7 1/2"" Plastic Rain Head"	Shower Heads	Rain	Plastic, 2.0 GPM	"Plastic shower head various finishes, rain style, with brass ball joint, and 7-1/2"" clog resistant face."	11119	S1201	Chrome
"7 1/2"" Plastic Rain Head"	Shower Heads	Rain	Plastic, 2.0 GPM	"Plastic shower head various finishes, rain style, with brass ball joint, and 7-1/2"" clog resistant face."	11116	S1201SN	Satin Nickel
"7"" Plastic Rain Head"	Shower Heads	Rain	"7""D, Round, 1.75 GPM"	"Plastic shower head various finishes, rain style water saving, with brass ball joint, and 7"" fully finished face with clog resistant nozzles.

"	11184	S1204	Chrome
"7"" Plastic Rain Head"	Shower Heads	Rain	"7""D, Round, 1.75 GPM"	"Plastic shower head various finishes, rain style water saving, with brass ball joint, and 7"" fully finished face with clog resistant nozzles.

"	11185	S1204SN	Satin Nickel
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11187	S706	6 Inch, Round
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11188	S708	8 Inch, Round
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11189	S710	10 Inch, Round
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11195	S712	12 Inch, Round
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11196	S718	8 Inch, Square
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11197	S720	10 Inch, Square
All Brass Rain Head	Shower Heads	Rain	All Brass, 2.5 GPM, Round, Square	Special order only!  Please contact us for more information.  Chrome plated, all Brass Luxury Rain Shower Head.  2.5 GPM, Shape and size options available.	11198	S722	12 Inch, Square
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	11061	PSC110C	Chrome
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	11060	PSC100W	White
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	11063	PSC210C	Chrome, with Flow Control
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	11062	PSC200W	White, with Flow Control
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	80011	CPSC110C	Chrome, no flow control, Carded
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	80010	CPSC100W	White, no Flow Control, Carded
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	80013	CPSC210C	Chrome, with Flow Control, Carded
Plastic Handheld Single Function	Shower Heads	Hand Held	Single Function, Flow Control, 1.5 GPM	"Plastic handheld shower head in white or chrome, single function spray, with and without flow control, 7"" long. 
"	80012	CPSC200W	White, with Flow Control, Carded
Plastic Handheld Clog Resistant	Shower Heads	Hand Held	Single Function, 1.8 GPM, Clog Resistant, Plastic	Plastic handheld shower head in white or chrome, single function spray, with and without flow control, with clog resistant nozzles.	11684	PSC300C	Chrome
Plastic Handheld Clog Resistant	Shower Heads	Hand Held	Single Function, 1.8 GPM, Clog Resistant, Plastic	Plastic handheld shower head in white or chrome, single function spray, with and without flow control, with clog resistant nozzles.	11092	PSC300W	White
Plastic Handheld Clog Resistant	Shower Heads	Hand Held	Single Function, 1.8 GPM, Clog Resistant, Plastic	Plastic handheld shower head in white or chrome, single function spray, with and without flow control, with clog resistant nozzles.	11685	PSC307C	Chrome, with Flow Control
Plastic Handheld Clog Resistant	Shower Heads	Hand Held	Single Function, 1.8 GPM, Clog Resistant, Plastic	Plastic handheld shower head in white or chrome, single function spray, with and without flow control, with clog resistant nozzles.	11087	PSC307W	White, with Flow Control
Plastic Handheld Clog Resistant	Shower Heads	Hand Held	Single Function, 1.8 GPM, Clog Resistant, Plastic	Plastic handheld shower head in white or chrome, single function spray, with and without flow control, with clog resistant nozzles.	80165	CPSC307W	White, Carded
Plastic Handheld Multifunction	Shower Heads	Hand Held	1.5 GPM, Adjustable Spray	Plastic handheld shower head in various finishes, multiple spray functions, water saving with massage feature, and plastic face.	11094	PSC308C	Chrome
Plastic Handheld Multifunction	Shower Heads	Hand Held	1.5 GPM, Adjustable Spray	Plastic handheld shower head in various finishes, multiple spray functions, water saving with massage feature, and plastic face.	11095	PSC308SN	Satin Nickel
Plastic Handheld Multifunction	Shower Heads	Hand Held	1.5 GPM, Adjustable Spray	Plastic handheld shower head in various finishes, multiple spray functions, water saving with massage feature, and plastic face.	80153	CPSC308C	Chrome, Carded
Plastic Handheld 3 Function	Shower Heads	Hand Held	5 Function, Adjustable Spray, 1.75 GPM	Hand held shower head in various finishes, 3 adjustable spray functions, and plastic face. 	11097	PSC450	Chrome
Plastic Handheld 3 Function	Shower Heads	Hand Held	5 Function, Adjustable Spray, 1.75 GPM	Hand held shower head in various finishes, 3 adjustable spray functions, and plastic face. 	11159	PSC450SN	Satin Nickel
Plastic Handheld 3 Function	Shower Heads	Hand Held	5 Function, Adjustable Spray, 1.75 GPM	Hand held shower head in various finishes, 3 adjustable spray functions, and plastic face. 	80164	CPSC450	Chrome, Carded
Plastic Handheld 3 Function	Shower Heads	Hand Held	5 Function, Adjustable Spray, 1.75 GPM	Hand held shower head in various finishes, 3 adjustable spray functions, and plastic face. 	80242	CPSC450SN	Satin Nickel, Carded
Slide Bar Shower Kit	Shower Heads	Hand Held	5 Function, Adjustable Spray, Kit, 2.0 GPM	This personal shower kit includes: (PSSB-002) Slide bar with removable soap dish, (PSH-59-SS) Stainless Steel hose and (PSC450) hand held shower head.	11158	PSS11	Includes: PSSB002, PSH59-SS, PSC450
Arm Mount Shower Kit White	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC-100-W) single function white hand held shower head, (PSH-59-VCN) 59"" white vinyl shower hose with chrome plated taper nut, (PSC-401-W) white shower arm mount. "	80001	CPS1000	White
Arm Mount Shower Kit White with Flow Control	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC200-W) White Handheld shower head with flow control, (PSH59-VCN)  59"" white vinyl hose, (PSC401-W) white shower arm mount with hose connection "	80002	CPS1100	White
Arm Mount Shower Kit Chrome	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC110-C) hand held shower head, (PSH59-BCP) 59"" chrome plated brass hose, and (PSC401-C) Chrome plated shower arm mount. "	80003	CPS1200	Chrome
Arm Mount Shower Kit Chrome with Flow Control	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC210-C) Hand Held shower head with pause feature, (PSH59-SN) 59"" satin nickel hose, (PSC401-C) chrome plated shower arm mount."	80004	CPS1400	Chrome
Arm Mount Shower Kit Chrome & White with Flow Control	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit	"This personal shower kit includes: (PSC200-W) White hand held shower head, (PSH69-BCP) 69"" Chrome plated brass hose, (PSC402-C) Chrome plated shower arm mount   "	80005	CPS1500WG	White & Chrome
"Arm Mount Shower Kit with Flow Control & 69"" hose "	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC210-C) Chrome hand held shower head with flow control, (PSH69-BCP) 69"" Chrome plated brass hose, (PSC402-C) Chrome plated shower arm mount."	80006	CPS1600	Chrome
Wall Mount Shower Kit Chrome	Shower Heads	Hand Held	Single Function, 1.5 GPM, Kit, Carded	"This personal shower kit includes: (PSC210-C) Chrome plated hand held shower head, (PSH59-SS) 59"" Stainless steel hose, (S-338) Chrome shower diverter, (WB-10) Chrome plated wall bracket  "	80171	CPS2100	Chrome
Arm Mount Water Saving Shower Kit	Shower Heads	Hand Held	1.5 GPM, 5 Function, Kit, Water Saving, Carded, Adjustable	This personal shower kit includes: (PSC-450 / PSC-450-SN) Water saving hand held shower head, (PSC-402-C / PSC402-SN) Shower Arm Mount, (PSH-5980-SS / PSH59-SN) Shower hose all packed in a blister pack with product card.	80008	CPS3800	Chrome
Arm Mount Water Saving Shower Kit	Shower Heads	Hand Held	1.5 GPM, 5 Function, Kit, Water Saving, Carded, Adjustable	This personal shower kit includes: (PSC-450 / PSC-450-SN) Water saving hand held shower head, (PSC-402-C / PSC402-SN) Shower Arm Mount, (PSH-5980-SS / PSH59-SN) Shower hose all packed in a blister pack with product card.	80018	CPS3800SN	Satin Nickel
Arm Mount Shower Kit Chrome with Stretch Hose	Shower Heads	Hand Held	"1.5 GPM, Adjustable Spray, Kit, Carded, 59-80"" hose"	This personal shower kit includes: (PSC-308) chrome plated handheld shower head, (PSH-5980-SS) Stainless Steel stretch hose, (PSC-402-C) Chrome plated shower Arm Mount. 	80009	CPS3805	Chrome
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11022	090N	Chrome
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11030	090NPBR	Polished Brass
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11032	090NPBRPVD	Polished Brass PVD
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11035	090NSN	Satin Nickel
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11136	090NORB	Satin Nickel
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11024	090NWG	White & Gold
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11026	090NBG	Black & Gold
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	11025	090NG	Gold
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	14305	090NMB	Matte Black
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	80044	C090N	Chrome Carded
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	80045	C090NPBRPVD	Polished Brass, Carded
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	80051	C090NSN	Satin Nickel, Carded
"6"" Shower Arm & Flange   "	Shower Accessories	Shower Arm	Jewel Series, L Shape	"All Brass 6"" shower Arm and matching flange   "	80177	C090NORB	Oil Rubbed Bronze, Carded
090N-MB	Shower Accessories, Special	Shower Arm	L Shape	"NEW!  Matte Black all Brass 6"" shower Arm and matching flange   "	14305	090NMB	Matte Black
"6"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"All Brass 6""L Shower Arm (.056"" / 1.40mm wall thickness) "	20014	S614	Chrome
"6"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"All Brass 6""L Shower Arm (.056"" / 1.40mm wall thickness) "	20015	S614PBRPVD	Polished Brass PVD
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	20016	S814	Chrome
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	20017	S814PBRPVD	Polished Brass
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	20168	S814SN	Satin Nickel
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	80245	CS814	Chrome, Carded
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	80247	CS814PBRPVD	Polished Brass, Carded
"8"" Shower Arm"	Shower Accessories	Shower Arm	L Shape	"8""L All Brass Shower Arm (.056"" / 1.4mm wall thickness)    "	80246	CS814SN	Satin Nickel, Carded
"4"" S Shower Arm"	Shower Accessories	Shower Arm	S Shape	"Chrome plated all brass S-Shaped Shower Arm, lifts showerhead by 4""  "	20028	S504	Chrome
"S Shower Arm Lifts 8"""	Shower Accessories	Shower Arm	S Shape	"All brass S-Shaped Shower Arm fits close to wall, lifts height by 8""  "	20019	S508	Chrome
"S Shower Arm Lifts 8"""	Shower Accessories	Shower Arm	S Shape	"All brass S-Shaped Shower Arm fits close to wall, lifts height by 8""  "	20169	S508SN	Satin Nickel
"S Shower Arm Lifts 10"""	Shower Accessories	Shower Arm	S Shape	"Chrome plated all brass S-Shaped Shower Arm fits close to wall, lifts height by 10""   "	20020	S510	Chrome
"S Shower Arm Lifts 10"""	Shower Accessories	Shower Arm	S Shape	"Chrome plated all brass S-Shaped Shower Arm fits close to wall, lifts height by 10""   "	80218	CS510	Chrome, Carded
S Shower Arm For Rain Heads	Shower Accessories	Shower Arm	S Shape	"9""H x 18""W  S Shaped Rain Shower Arm, with and without matching flange.  "	11147	S918	Chrome, Includes Flange
S Shower Arm For Rain Heads	Shower Accessories	Shower Arm	S Shape	"9""H x 18""W  S Shaped Rain Shower Arm, with and without matching flange.  "	11149	S918SN	Satin Nickel, Includes Flange
S Shower Arm For Rain Heads	Shower Accessories	Shower Arm	S Shape	"9""H x 18""W  S Shaped Rain Shower Arm, with and without matching flange.  "	11146	S9181	Chrome
S Shower Arm For Rain Heads	Shower Accessories	Shower Arm	S Shape	"9""H x 18""W  S Shaped Rain Shower Arm, with and without matching flange.  "	11148	S9181SN	Satin Nickel
Shower Arm For Rain Heads	Shower Accessories	Shower Arm		Shower Arm for larger rain shower heads.	11082	S1100PVD	Polished Brass PVD
"S Shower Arm Lifts 8"""	Shower Accessories	Shower Arm	S Shape	"Chrome plated all brass S-Shaped Shower Arm 10.5""H to the wall, lifts height by 8""    "	20018	S507	Chrome
Shower Arm Extension	Shower Accessories	Shower Arm	U Shape	"U-Shaped Shower Arm Extension 8""H x 16""W x 4""T   "	14260	SU16	Chrome
Shower Arm Extension	Shower Accessories	Shower Arm	U Shape	"U-Shaped Shower Arm Extension 8""H x 16""W x 4""T   "	14261	SU16SN	Satin Nickel
Adjustable Shower Arm	Shower Accessories	Shower Arm	Adjustable	High-Low Shower Arm Adjustable height with wing nut locks  	11118	S518	Chrome
Adjustable Shower Arm	Shower Accessories	Shower Arm	Adjustable	High-Low Shower Arm Adjustable height with wing nut locks  	80240	CS518	Chrome, Carded
Slide Bar with Soap Dish	Shower Accessories	Mount	All Brass, Wall Mount	All Brass Slide Bar for adjustable shower head height featuring a removable Clear Soap Dish  	11098	PSSB002	Chrome
Duel Shower Arm with Diverter	Shower Accessories	Shower Arm	Flow Control	Dual Shower Arm with Diverter  	11142	S1200	Chrome
Duel Shower Arm with Diverter	Shower Accessories	Shower Arm	Flow Control	Dual Shower Arm with Diverter  	11143	S1200SN	Satin Nickel
"6"" Straight Shower Arm"	Shower Accessories	Shower Arm	Straight	"6"" Straight Shower Arm (1.4MM thickness and 1/2"" MIPS x 1/2"" FIPS)  "	14255	SR06	Chrome
"6"" Straight Shower Arm"	Shower Accessories	Shower Arm	Straight	"6"" Straight Shower Arm (1.4MM thickness and 1/2"" MIPS x 1/2"" FIPS)  "	14257	SR06SN	Satin Nickel
"4"" Straight Shower Arm"	Shower Accessories	Shower Arm	Straight	"4"" Straight Shower Arm, 1/2""M x 1/2""M 1.4MM   "	14258	S40M	Chrome
"4"" Straight Shower Arm"	Shower Accessories	Shower Arm	Straight	"4"" Straight Shower Arm, 1/2""M x 1/2""M 1.4MM   "	14259	S40MSN	Satin Nickel
Swivel Joint	Shower Accessories	Shower Arm		Double Swivel Joint connection fits all standard shower heads, and allows the showerhead to swing twice the distance.   	11049	S170	Chrome
Swivel Joint	Shower Accessories	Shower Arm		Double Swivel Joint connection fits all standard shower heads, and allows the showerhead to swing twice the distance.   	80221	CS170	Chrome, Carded
Shower Arm Support	Shower Accessories	Mount	Wall Mount	"18"" Shower Arm wall support for long shower arms.  "	14250	WCS18	Chrome
Shower Arm Support	Shower Accessories	Mount	Wall Mount	"18"" Shower Arm wall support for long shower arms.  "	14251	WCS18SN	Satin Nickel
Shower Arm Flange	Shower Accessories	Flange		"Flange with .875"" ID (7/8"" ID) for 1/2"" nominal pipe size   "	11120	F120	Stainless Steel
Shower Arm Flange	Shower Accessories	Flange		"Flange with .875"" ID (7/8"" ID) for 1/2"" nominal pipe size   "	11121	F120PBRPVD	Polished Brass
Shower Arm Flange	Shower Accessories	Flange		"Flange with .875"" ID (7/8"" ID) for 1/2"" nominal pipe size   "	20167	F120SN	Satin Nickel
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	11122	F122	Chrome
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	11123	F122PBR	Polished Brass
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	11125	F122S	"Chrome, 13/16"" ID"
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	14262	F122SSN	"Satin Nickel, 13/16"" ID"
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	80052	CF122	Chrome, Carded
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	80053	CF122PBR	Polished Brass, Carded
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	80157	CF122S	"Chrome, 13/16"" ID, Carded"
Shower Arm Flange with Set Screw	Shower Accessories	Flange		"Die cast, flange with set screw. 7/8"" ID for 1/2"" nominal pipe size.  Smaller ID 13/16"" fits snugly on shower arms.  "	80147	CF122SSN	"Satin Nickel, 13/16"" ID, Carded"
Button Toggle Flow Controller 	Shower Accessories	Flow Control	Button	"All brass Water-Saving Flow Control and Shut Off button for Shower Head 1/2"" MIPS, 1/2"" FIPS  "	11007	S335	Chrome
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	11008	S336	Chrome
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	11029	S336PBR	Polished Brass
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	11133	S336SN	Satin Nickel
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	11019	S336WG	White Gold
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	11021	S336BG	Black Gold
Twist Knob Flow Control	Shower Accessories	Flow Control		"All brass Water-Saving Flow Control and Shut Off Valve for Shower Head 1/2"" MIPS, 1/2"" FIPS   "	80146	CS336	Chrome, Carded
